
80,74,75,1
80,74,75,1
116,112,111,1
136,132,131,1
120,116,115,1
143,139,138,1
64,63,65,1
59,55,60,1
58,60,60,1
53,52,54,1
48,46,46,1
45,44,46,1
48,45,47,1
34,35,39,1
59,53,54,1
48,42,43,1
72,65,68,1
58,53,55,1
43,31,29,1
44,33,29,1
45,33,31,1
47,36,32,1
84,77,74,1
78,71,68,1
87,77,77,1
86,78,78,1
40,31,28,1
47,40,37,1
49,40,37,1
56,49,46,1
48,44,49,1
66,59,64,1
47,43,48,1
65,59,64,1
181,179,178,1
164,164,164,1
183,181,180,1
166,166,166,1
90,85,84,1
91,86,85,1
84,79,76,1
82,77,74,1
51,219,236,2
53,222,236,2
50,218,236,2
52,220,237,2
54,216,234,2
57,218,233,2
53,217,236,2
55,217,235,2
71,212,231,2
74,213,232,2
72,210,232,2
73,212,231,2
151,235,240,2
155,238,246,2
142,242,246,2
137,235,243,2
58,221,243,2
50,216,239,2
58,221,243,2
48,216,239,2
51,201,232,2
52,194,229,2
45,201,231,2
44,195,229,2
40,183,221,2
44,190,225,2
43,189,225,2
45,197,228,2
48,216,239,2
49,218,239,2
45,217,239,2
46,217,238,2
179,246,249,2
176,246,246,2
188,246,251,2
183,247,248,2
53,223,241,2
52,222,240,2
67,226,246,2
67,226,246,2
59,217,233,2
91,232,243,2
59,217,233,2
87,229,240,2
64,220,243,2
61,211,235,2
64,220,243,2
61,210,236,2
62,212,236,2
79,215,233,2
60,212,236,2
77,215,234,2
64,215,242,2
67,202,230,2
61,214,241,2
65,201,229,2
80,219,235,2
121,233,245,2
81,218,234,2
121,233,245,2
65,223,237,2
60,222,240,2
65,220,235,2
61,221,239,2
64,221,237,2
86,222,234,2
61,219,235,2
84,222,234,2
69,220,234,2
56,218,236,2
73,223,233,2
57,220,235,2
145,243,251,2
116,234,245,2
149,244,253,2
117,235,246,2
178,249,252,2
168,251,253,2
182,251,254,2
165,246,249,2
17,205,234,2
21,205,235,2
16,204,233,2
17,203,233,2
32,216,232,2
35,219,233,2
31,218,233,2
37,222,236,2
57,227,239,2
60,228,239,2
56,226,238,2
59,227,238,2
76,230,241,2
78,231,240,2
90,230,243,2
89,230,241,2
138,244,251,2
132,243,251,2
116,237,246,2
106,233,242,2
161,245,250,2
159,246,250,2
167,245,252,2
167,245,251,2
43,195,236,2
37,185,229,2
44,194,234,2
37,185,229,2
65,215,245,2
54,204,240,2
50,202,233,2
50,201,238,2
73,216,237,2
77,217,240,2
72,214,237,2
73,212,239,2
72,230,243,2
72,230,243,2
75,230,245,2
73,231,245,2
18,31,247,3
17,29,249,3
17,29,247,3
16,27,249,3
37,42,241,3
57,63,236,3
37,38,248,3
44,46,234,3
139,141,255,3
113,116,251,3
135,137,255,3
114,116,255,3
29,36,245,3
29,33,241,3
31,38,249,3
29,32,244,3
55,59,248,3
52,56,245,3
57,57,251,3
54,55,247,3
40,45,238,3
52,52,220,3
35,43,234,3
52,54,219,3
126,129,255,3
75,77,232,3
122,129,255,3
74,79,234,3
198,191,255,3
166,161,246,3
201,196,255,3
168,163,248,3
33,40,243,3
34,38,240,3
31,38,242,3
37,39,241,3
33,41,238,3
36,43,242,3
34,42,239,3
40,45,244,3
100,102,255,3
127,126,255,3
99,101,255,3
129,128,255,3
12,31,250,3
14,30,251,3
16,32,252,3
12,28,249,3
23,36,252,3
29,39,247,3
22,34,252,3
25,36,247,3
56,59,244,3
57,60,245,3
52,57,242,3
51,58,245,3
167,158,249,3
167,159,246,3
171,165,247,3
171,165,246,3
127,133,255,3
96,100,249,3
128,133,255,3
104,109,255,3
66,76,248,3
70,78,249,3
72,80,251,3
72,81,249,3
52,53,235,3
54,54,230,3
64,65,233,3
73,76,235,3
77,80,249,3
82,81,244,3
75,75,251,3
78,78,246,3
16,25,243,3
16,22,235,3
18,23,240,3
14,18,230,3
21,35,238,3
25,35,237,3
25,39,242,3
27,36,240,3
49,44,230,3
65,59,214,3
49,42,231,3
65,58,215,3
47,46,234,3
45,44,238,3
51,50,238,3
45,44,238,3
60,59,252,3
53,49,238,3
61,58,251,3
52,49,235,3
33,39,246,3
40,39,249,3
32,37,246,3
39,37,250,3
109,110,254,3
66,66,238,3
111,111,255,3
66,66,238,3
133,137,249,3
92,96,238,3
140,145,254,3
93,98,237,3
148,147,255,3
143,141,255,3
146,144,255,3
141,138,255,3
33,43,251,3
37,44,247,3
33,42,253,3
37,44,247,3
59,58,251,3
60,60,250,3
59,60,248,3
60,61,249,3
142,139,141,4
159,154,155,4
138,135,137,4
153,148,150,4
169,168,170,4
173,172,174,4
169,171,172,4
171,173,174,4
177,176,178,4
178,177,179,4
180,179,181,4
181,180,182,4
184,185,183,4
178,179,175,4
186,184,183,4
175,176,172,4
179,180,178,4
170,171,167,4
172,173,169,4
166,167,163,4
169,168,170,4
170,172,173,4
177,176,180,4
178,179,183,4
248,247,251,4
249,248,250,4
249,248,252,4
248,247,249,4
146,147,151,4
155,154,158,4
148,147,151,4
154,153,157,4
189,185,190,4
199,195,200,4
185,182,184,4
195,192,194,4
184,184,184,4
173,173,173,4
188,188,188,4
168,168,168,4
248,245,247,4
253,249,254,4
249,246,248,4
254,250,255,4
252,248,253,4
248,246,252,4
251,247,252,4
248,246,252,4
201,197,196,4
199,196,192,4
198,194,193,4
197,194,190,4
185,189,190,4
180,184,185,4
184,188,189,4
179,183,184,4
174,173,175,4
192,192,192,4
174,173,175,4
190,190,190,4
243,244,248,4
241,244,249,4
246,247,251,4
244,244,250,4
175,180,178,4
159,164,162,4
177,182,181,4
160,165,163,4
167,170,168,4
178,181,179,4
177,180,178,4
190,193,191,4
144,147,145,4
151,154,152,4
147,150,148,4
156,159,157,4
160,167,160,4
152,159,152,4
155,162,155,4
151,158,151,4
213,215,215,4
203,205,205,4
215,217,217,4
205,207,207,4
190,198,197,4
191,199,198,4
197,203,202,4
197,203,202,4
250,250,250,4
246,248,248,4
247,249,249,4
245,247,247,4
182,177,176,4
187,182,181,4
180,175,172,4
185,180,179,4
133,134,138,4
143,144,148,4
136,132,137,4
143,139,144,4
156,160,161,4
155,162,159,4
157,160,165,4
159,164,162,4
177,179,179,4
179,181,181,4
180,182,182,4
183,185,185,4
137,137,137,4
140,138,137,4
136,136,136,4
137,135,134,4
202,202,202,4
228,228,228,4
206,206,206,4
227,227,227,4
235,233,239,4
223,222,226,4
236,234,240,4
221,222,226,4
105,178,24,5
108,182,26,5
106,175,30,5
109,179,32,5
127,198,58,5
127,195,58,5
131,197,66,5
127,190,64,5
128,210,51,5
132,210,55,5
132,212,51,5
135,211,56,5
129,203,61,5
135,205,68,5
129,203,61,5
132,204,68,5
151,224,70,5
149,222,70,5
146,217,71,5
147,218,72,5
130,212,46,5
127,208,45,5
125,207,41,5
130,211,48,5
117,193,38,5
118,195,38,5
113,190,33,5
116,193,35,5
120,187,34,5
138,202,59,5
122,193,36,5
129,195,46,5
164,223,95,5
185,249,120,5
166,225,97,5
183,247,118,5
122,190,41,5
157,219,83,5
123,192,41,5
158,221,81,5
132,200,59,5
183,240,118,5
131,199,58,5
178,235,113,5
161,220,92,5
192,240,134,5
162,222,92,5
193,242,134,5
177,239,125,5
176,238,124,5
178,240,127,5
178,240,126,5
146,209,85,5
152,206,99,5
147,211,85,5
152,207,98,5
140,219,76,5
142,216,80,5
141,220,75,5
143,217,81,5
153,217,88,5
155,204,100,5
153,217,88,5
154,203,99,5
180,233,129,5
152,217,94,5
181,235,128,5
153,218,95,5
178,237,122,5
153,224,90,5
178,237,122,5
154,226,90,5
137,213,78,5
135,214,73,5
141,217,82,5
134,214,71,5
176,238,124,5
158,225,104,5
178,240,126,5
160,227,106,5
110,193,24,5
114,197,28,5
105,187,20,5
106,188,21,5
97,176,13,5
100,178,17,5
103,182,19,5
103,182,19,5
98,180,21,5
101,183,24,5
95,178,16,5
98,181,19,5
123,207,41,5
125,211,45,5
123,209,43,5
125,209,43,5
133,216,53,5
135,219,60,5
133,215,56,5
134,218,59,5
182,240,121,5
143,212,77,5
175,239,110,5
137,209,67,5
192,235,144,5
191,238,139,5
189,228,142,5
195,239,144,5
134,220,56,5
129,213,54,5
124,208,49,5
127,210,54,5
127,207,54,5
132,209,57,5
129,210,54,5
133,210,58,5
191,238,140,5
187,234,142,5
196,241,148,5
195,238,151,5
255,255,255,6
255,255,255,6
255,255,255,6
255,255,255,6
255,255,255,6
255,255,255,6
255,255,255,6
255,255,255,6
255,255,255,6
255,255,255,6
255,255,255,6
255,255,255,6
255,255,255,6
255,255,255,6
255,255,255,6
255,255,255,6
255,255,255,6
255,255,255,6
255,255,255,6
255,255,255,6
254,253,255,6
254,254,254,6
254,253,255,6
254,254,254,6
254,253,255,6
253,253,253,6
254,253,255,6
253,253,253,6
254,254,254,6
255,255,255,6
254,254,254,6
255,255,255,6
255,255,255,6
255,255,255,6
255,255,255,6
255,255,255,6
255,255,255,6
255,255,255,6
255,255,255,6
255,255,255,6
254,254,254,6
254,254,254,6
253,253,253,6
253,253,253,6
254,255,253,6
254,254,254,6
254,255,253,6
254,254,254,6
255,255,255,6
255,255,255,6
255,255,255,6
255,255,255,6
255,255,255,6
255,255,255,6
255,255,255,6
255,255,255,6
255,255,255,6
255,255,255,6
255,255,255,6
255,255,255,6
255,255,255,6
255,255,255,6
253,255,255,6
252,254,254,6
255,255,255,6
255,255,255,6
255,255,255,6
255,255,255,6
255,255,255,6
255,255,255,6
255,255,255,6
255,255,255,6
255,255,255,6
255,255,255,6
255,255,255,6
255,255,255,6
255,255,255,6
255,255,255,6
255,255,255,6
255,255,255,6
255,255,255,6
255,255,255,6
255,255,255,6
255,255,255,6
255,255,255,6
255,255,255,6
255,255,255,6
255,255,255,6
255,255,255,6
255,255,255,6
255,255,255,6
255,255,255,6
255,255,255,6
255,255,255,6
254,254,254,6
254,254,254,6
255,255,255,6
255,255,255,6
255,255,255,6
255,255,255,6
255,255,255,6
255,255,255,6
255,255,255,6
255,255,255,6
249,254,253,6
249,254,253,6
248,253,252,6
248,253,252,6
255,255,255,6
255,255,255,6
252,252,252,6
251,251,251,6
255,255,255,6
255,255,255,6
255,255,255,6
255,255,255,6
255,255,255,6
255,255,255,6
255,255,255,6
255,255,255,6
